title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publisher,publication_year,editions_by_work,work_ratings_count,author_ratings_count,publisher_ratings_count,cross_publisher_author_ratings_count,is_series,engagement,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2,lang_en-GB,lang_en-US,lang_eng,lang_fre,lang_ger,lang_others,lang_spa
The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,506,1323,121,Houghton Mifflin Company,2004.0,3.0,2130293.0,5601792,229458,168018,1,0.09145880574452003,-8.838438,-8.223353,-17.837524,17.61153,-18.084164,6.9759054,0.0,0.0,0,0,1,0,0,0,0
The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift,4.26,64,2276,101,Houghton Mifflin Company,2003.0,1.0,2276.0,2276,229458,2276,0,0.04437609841827768,-1.6091765,-2.128186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Hobbit  or  There and Back Again,J.R.R. Tolkien,4.27,289,559,55,Houghton Mifflin Company,1997.0,5.0,2535063.0,5601792,229458,168018,0,0.09838998211091235,-10.681298,-9.227992,-17.829197,17.611397,-17.21009,6.112456,-22.48559,26.851643,0,0,1,0,0,0,0
Der Richter und sein Henker,Friedrich Dürrenmatt,3.73,208,5420,81,Houghton Mifflin Company,1972.0,1.0,5420.0,5420,229458,5420,0,0.014944649446494465,-11.017292,-9.003088,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Fun Home: A Family Tragicomic,Alison Bechdel,4.08,240,48966,3928,Houghton Mifflin Company,2006.0,1.0,48966.0,48966,229458,48966,0,0.08021892741902545,-10.907912,-9.325929,-23.781082,16.179758,-24.873196,6.8899794,0.0,0.0,0,0,1,0,0,0,0
Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope,3.97,512,93,5,Houghton Mifflin Company,1968.0,1.0,93.0,306,229458,93,0,0.053763440860215055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Tandia,Bryce Courtenay,4.05,905,8461,369,Penguin Books Australia Ltd.,1998.0,1.0,8461.0,84330,12381,12381,0,0.043611866209667886,-3.415092,-5.7993617,0.0,0.0,-8.394759,5.2561097,0.0,0.0,0,0,1,0,0,0,0
Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,671,3920,132,Penguin Books Australia Ltd.,2001.0,1.0,3920.0,84330,12381,12381,1,0.0336734693877551,-2.140985,-5.9166336,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Johnstown Flood,David McCullough,4.11,302,14739,1199,Peter Smith Publisher,1990.0,1.0,14739.0,576622,14740,14739,0,0.08134880249677726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Bone Collector's Son,Paul Yee,3.27,137,117,19,Two Lions,2004.0,1.0,117.0,117,117,117,0,0.1623931623931624,-0.9624886,-2.9532084,0.0,0.0,13.78697,14.670049,17.069483,1.1556721,0,0,1,0,0,0,0
El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,640,26,2,Punto de Lectura,2003.0,1.0,26.0,173028,5652,26,1,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
El hombre duplicado,José Saramago,3.89,380,1295,106,Punto de Lectura,2004.0,0.0,0.0,164924,5652,3881,0,0.08185328185328185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Ensayo sobre la lucidez,José Saramago,3.8,461,1744,124,Punto de Lectura,2005.0,1.0,1744.0,164924,5652,3881,0,0.07110091743119266,-4.0411477,-4.1178975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
La caverna,José Saramago,3.84,441,842,69,Punto de Lectura,2003.0,1.0,842.0,164924,5652,3881,0,0.08194774346793349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
El azul de la virgen,Tracy Chevalier,3.66,411,50,5,Punto de Lectura,2004.0,1.0,50.0,59105,5652,50,0,0.1,-2.764692,-5.4888024,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Me llamo rojo,Orhan Pamuk,3.85,687,413,45,Punto de Lectura,2007.0,1.0,413.0,25696,5652,413,0,0.1089588377723971,-4.114814,-5.229917,-22.85464,14.342009,-12.868344,4.2161775,-22.274202,26.603851,0,0,0,0,0,0,1
El matrimonio amateur,Anne Tyler,3.62,459,4,1,Punto de Lectura,2006.0,2.0,12990.0,90171,5652,4,0,0.25,-2.1685688,-5.326863,0.0,0.0,-0.066607356,3.6321568,0.0,0.0,0,0,0,0,0,0,1
Corazón de mar (Gallagher  #3),Nora Roberts,4.15,396,12,0,Punto de Lectura,2002.0,2.0,24463.0,194509,5652,12,1,0.0,-1.4494934,-5.5055823,0.0,0.0,12.317082,23.616852,0.0,0.0,0,0,0,0,0,0,1
Historia del rey transparente,Rosa Montero,3.9,592,1266,90,Punto de Lectura,2006.0,1.0,1266.0,1559,5652,1266,0,0.07109004739336493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Moby Dick,Herman Melville,3.5,25,67,17,Naxos Audiobooks,2005.0,7.0,12571.0,30534,247,67,0,0.2537313432835821,-1.2228328,-1.9813114,-14.566741,5.2145395,5.522296,6.1818,0.0,0.0,0,0,1,0,0,0,0
A Portrait of the Artist as a Young Man,James Joyce,3.61,368,27,8,Naxos Audiobooks,2005.0,4.0,108984.0,213479,247,27,0,0.2962962962962963,-3.0378468,-4.090315,1.3689523,13.721546,10.639242,22.913061,0.0,0.0,0,0,1,0,0,0,0
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle,4.11,5,135,20,Naxos Audiobooks,2005.0,5.0,192821.0,257175,247,135,1,0.14814814814814814,-2.4013586,-8.856894,-15.757372,15.480995,13.7144985,9.910178,-18.330402,28.24556,0,0,1,0,0,0,0
Romeo and Juliet,William Shakespeare,3.74,3,18,0,Naxos Audiobooks,1997.0,9.0,1895556.0,4049289,247,18,0,0.0,-10.478471,-8.343663,-14.354049,15.8428955,0.54656845,-12.559547,0.0,0.0,0,0,1,0,0,0,0
Moby-Dick,Jan Needle,3.71,192,161,16,Candlewick Press,2006.0,1.0,161.0,161,286352,161,0,0.09937888198757763,-1.1861864,-2.0049617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Christmas Carol,Charles Dickens,4.05,160,4359,353,Candlewick Press,2006.0,3.0,11306.0,270320,286352,4359,0,0.0809818765771966,-2.369161,-2.0094743,6.8172264,11.661934,12.093911,6.4226255,18.639816,0.69806623,0,0,0,0,0,1,0
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer,3.82,221,2221,113,Candlewick Press,2006.0,1.0,2221.0,9947,286352,9947,1,0.050877982890589826,-0.44762716,-2.309952,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Hound of the Baskervilles,Arthur Conan Doyle,4.11,272,66,7,Candlewick Press,2006.0,5.0,192821.0,257175,286352,66,0,0.10606060606060606,-2.4013586,-8.856894,-15.757372,15.480995,13.7144985,9.910178,-18.330402,28.24556,0,0,1,0,0,0,0
Beauty and the Beast,Max Eilenberg,4.37,64,3682,133,Candlewick Press,2006.0,1.0,3682.0,3682,286352,3682,0,0.03612167300380228,-0.9300981,-1.7000445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Beowulf,Michael Morpurgo,3.85,96,51,8,Candlewick Press,2006.0,1.0,51.0,72,286352,51,0,0.1568627450980392,-0.87446684,-1.8489649,0.0,0.0,27.367739,12.122751,0.0,0.0,0,0,1,0,0,0,0
My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,208,460,39,Candlewick Press,2005.0,1.0,460.0,483,286352,460,1,0.08478260869565217,-2.1353018,-2.581196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald,4.08,176,4554,151,Candlewick Press,2006.0,1.0,4554.0,26421,286352,22537,1,0.0331576635924462,-1.9092671,-2.333475,-23.155775,17.139954,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald,4.07,160,93,13,Candlewick Press,2005.0,1.0,93.0,26421,286352,22537,1,0.13978494623655913,-1.8185247,-2.2300208,-23.20171,17.144047,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald,4.04,126,8405,309,Candlewick Press,2003.0,1.0,8405.0,26421,286352,22537,1,0.03676383105294467,-1.8665684,-2.3233197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Judy Moody Saves the World! (Judy Moody #3),Megan McDonald,4.03,160,6077,254,Candlewick Press,2004.0,1.0,6077.0,26421,286352,22537,1,0.04179693927924963,-1.8791511,-2.3010197,0.0,0.0,-3.972103,2.5306485,0.0,0.0,0,0,1,0,0,0,0
Alice's Adventures in Wonderland,Lewis Carroll,4.02,208,65,5,Candlewick Press,2003.0,5.0,365289.0,755594,286352,291,0,0.07692307692307693,-0.89230376,-1.9054241,-17.299158,16.05607,11.9373455,6.9912887,18.212978,0.97109705,0,0,1,0,0,0,0
Because Of Winn Dixie,Kate DiCamillo,4.04,182,235,36,Candlewick Press,2000.0,1.0,235.0,244065,286352,244065,0,0.15319148936170213,-2.3968406,-2.6945298,0.0,0.0,16.179312,-11.022304,0.0,0.0,0,0,1,0,0,0,0
Black Meets White,Justine Korman Fontes,3.5,24,50,11,Candlewick Press,2005.0,1.0,50.0,50,286352,50,0,0.22,-1.5593674,-1.432424,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Dragonology (Ologies  #1),Dugald A. Steer,4.11,32,7726,221,Candlewick Press,2003.0,1.0,7726.0,9947,286352,9947,1,0.028604711364224697,-0.48284575,-2.189327,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.37,200,66426,8035,Candlewick Press,2006.0,1.0,66426.0,244065,286352,244065,0,0.1209616716346009,-1.6391041,-2.6923842,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Tiger Rising,Kate DiCamillo,3.82,128,19133,2279,Candlewick Press,2002.0,1.0,19133.0,244065,286352,244065,0,0.11911357340720222,-1.9959805,-3.1783948,0.0,0.0,16.200968,-10.997775,0.0,0.0,0,0,1,0,0,0,0
Mercy Watson Goes for a Ride,Kate DiCamillo,4.15,72,4162,332,Candlewick Press,2006.0,1.0,4162.0,244065,286352,244065,0,0.07976934166266218,-1.5382441,-2.1033902,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Tale of Despereaux,Kate DiCamillo,4.04,267,142149,8457,Candlewick Press,2008.0,1.0,142149.0,244065,286352,244065,0,0.05949391131840533,-1.2275656,-1.7284966,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Mercy Watson to the Rescue,Kate DiCamillo,4.05,68,8987,831,Candlewick Press,2005.0,1.0,8987.0,244065,286352,244065,0,0.09246689662846333,-1.4450283,-2.1253493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Mercy Watson: Princess in Disguise,Kate DiCamillo,4.16,70,2973,202,Candlewick Press,2007.0,1.0,2973.0,244065,286352,244065,0,0.0679448368651194,-1.4719316,-2.1362844,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
One Tiny Turtle,Nicola Davies,4.13,32,518,102,Candlewick Press,2005.0,1.0,518.0,518,286352,518,0,0.1969111969111969,-7.6315646,-4.4454303,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Moby Dick,Herman Melville,3.5,6,8858,885,Penguin Audio,2005.0,7.0,12571.0,30534,8954,8858,0,0.09990968615940393,-1.2228328,-1.9813114,-14.566741,5.2145395,5.522296,6.1818,0.0,0.0,0,0,1,0,0,0,0
Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,11,46,8,Penguin Audio,2005.0,1.0,46.0,258808,8954,46,1,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,156,23,4,Inner City Books,2004.0,1.0,23.0,23,23,23,0,0.17391304347826086,-6.9088883,-3.0275075,-14.569588,5.217531,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,164,0,0,University of Illinois Press,1993.0,1.0,0.0,0,414,0,0,0.0,-10.300307,-8.720694,-14.564976,5.212658,-18.52211,7.250536,0.0,0.0,0,0,1,0,0,0,0
No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,282,273,21,University of Illinois Press,1991.0,1.0,273.0,273,414,273,0,0.07692307692307693,-10.627036,-9.038552,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Chicago Stories,James T. Farrell,3.89,296,38,5,University of Illinois Press,1998.0,1.0,38.0,38,414,38,0,0.13157894736842105,-3.4554632,-3.8873844,0.0,0.0,1.2878376,6.7012296,0.0,0.0,0,1,0,0,0,0,0
Zora Neale Hurston: A Literary Biography,Robert E. Hemenway,4.1,408,103,9,University of Illinois Press,1980.0,1.0,103.0,103,414,103,0,0.08737864077669903,-7.0424128,-6.319566,-22.498726,15.605711,2.775316,-0.28180414,2.7742007,-9.268445,0,0,1,0,0,0,0
"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,400,16,1,University Press of Kansas,1995.0,1.0,16.0,16,225,16,0,0.0625,-6.9930444,-4.00442,-14.57104,5.2188153,-24.617538,6.130927,3.5835407,-9.173174,0,0,1,0,0,0,0
A Hole in the World: An American Boyhood,Richard Rhodes,3.9,288,182,24,University Press of Kansas,2000.0,1.0,182.0,3789,225,182,0,0.13186813186813187,-6.811087,-6.263956,-23.012218,13.289608,-18.46543,7.4314404,0.0,0.0,0,0,1,0,0,0,0
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,161,9,1,University Press of Kansas,2006.0,1.0,9.0,9,225,9,0,0.1111111111111111,-10.63505,-8.537192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,506,18,1,University Press of Kansas,2006.0,1.0,18.0,18,225,18,0,0.05555555555555555,-6.7811327,-4.7748356,-21.086393,23.832338,2.593519,4.8695364,3.1242542,-9.503956,0,0,1,0,0,0,0
Double Tap (Paul Madriani  #8),Steve Martini,3.92,401,2790,159,Jove Books,2005.0,1.0,2790.0,15324,20702,2790,1,0.05698924731182796,-2.8389215,-6.89718,0.0,0.0,22.092594,-0.1955928,0.0,0.0,0,1,0,0,0,0,0
Happy Are the Peace Makers (Blackie Ryan  #5),Andrew M. Greeley,3.79,300,369,16,Jove Books,1993.0,1.0,369.0,369,20702,369,1,0.04336043360433604,-3.84551,-7.278382,-24.264284,13.96575,1.6782522,6.542574,1.0103483,21.080122,0,0,1,0,0,0,0
Ghost Hunter (Ghost Hunters  #3),Jayne Castle,4.14,327,4349,170,Jove Books,2006.0,1.0,4349.0,12521,20702,8498,1,0.039089445849620603,-0.6076952,-5.652315,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
After Glow (Ghost Hunters  #2),Jayne Castle,4.14,343,4149,138,Jove Books,2004.0,1.0,4149.0,12521,20702,8498,1,0.033261026753434564,0.054482218,-3.7810512,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Out of this World,J.D. Robb,4.07,357,6006,111,Jove Books,2001.0,1.0,6006.0,6148,20702,6006,0,0.01848151848151848,0.48810413,-3.0875032,-20.789015,17.13084,-18.629858,7.2239623,0.0,0.0,0,0,1,0,0,0,0
Relentless Desire,Sandra Brown,3.63,183,22,4,Jove Books,1983.0,1.0,22.0,118483,20702,22,0,0.18181818181818182,-1.2600781,-5.5115075,0.0,0.0,10.602086,-16.893688,0.0,0.0,0,0,1,0,0,0,0
The Echo,Minette Walters,3.63,368,3017,124,Jove Books,1998.0,1.0,3017.0,21043,20702,3017,0,0.041100430891614186,-3.376995,-7.669148,0.0,0.0,-17.410702,4.5180674,0.0,0.0,0,0,1,0,0,0,0
Teaching English Abroad,Susan  Griffith,3.57,576,38,6,Vacation Work Publications,2007.0,1.0,38.0,38,38,38,0,0.15789473684210525,-7.748472,-3.6982477,0.0,0.0,-18.140242,7.813243,0.0,0.0,0,0,1,0,0,0,0
The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,275,68,6,Hampton Roads Publishing Company,1998.0,1.0,68.0,68,36451,68,0,0.08823529411764706,-10.787111,-7.4367385,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,392,14583,178,Hampton Roads Publishing Company,2005.0,1.0,14583.0,62848,36451,36383,0,0.012205993279846396,-9.896927,-4.8019295,-22.559551,13.589767,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,263,21800,225,Hampton Roads Publishing Company,2005.0,1.0,21800.0,62848,36451,36383,0,0.010321100917431193,-9.882742,-4.7899113,-22.480268,13.530987,0.0,0.0,-22.056831,26.628437,0,0,1,0,0,0,0
The Complete Short Stories,H.G. Wells,4.14,864,875,33,Orion Publishing,2001.0,2.0,955.0,386703,51461,875,0,0.037714285714285714,1.4219899,-3.4648216,0.0,0.0,-1.4130292,21.466492,3.2230928,-9.374758,0,0,1,0,0,0,0
My Favorite Year: A Collection of Football Writing,Nick Hornby,3.68,288,393,4,Orion Publishing,2001.0,1.0,393.0,116057,51461,393,0,0.010178117048346057,-10.840255,-9.255162,0.0,0.0,-10.93005,-13.9278,0.0,0.0,0,0,1,0,0,0,0
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,575,99,15,Orion Publishing,1999.0,1.0,99.0,99,51461,99,0,0.15151515151515152,-7.3806787,-4.380308,0.0,0.0,-18.388094,7.37137,0.0,0.0,0,0,1,0,0,0,0
In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,120,8228,410,Crossroad,1992.0,1.0,8228.0,24707,15779,15779,0,0.049829849295089934,-10.790596,-8.999904,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,160,7551,498,Crossroad,2002.0,1.0,7551.0,24707,15779,15779,0,0.06595152959872864,-9.73538,-4.671637,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Year of the Death of Ricardo Reis,José Saramago,4.02,384,3826,191,Vintage Classics,1998.0,1.0,3826.0,164924,127451,3931,0,0.049921589127025615,-4.9671154,-3.6921453,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Heart of the Matter,Graham Greene,3.99,272,21842,891,Vintage Classics,2004.0,1.0,21842.0,133656,127451,60125,0,0.04079296767695266,-2.9878862,-5.5168324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
For Whom The Bell Tolls,Ernest Hemingway,3.97,490,162,7,Vintage Classics,2005.0,1.0,162.0,139863,127451,7452,0,0.043209876543209874,-4.1768,-5.319783,-17.547794,15.601801,6.2883306,12.48679,-19.526876,27.796831,1,0,0,0,0,0,0
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,796,443,55,Vintage Classics,1992.0,11.0,197646.0,898403,127451,12982,0,0.12415349887133183,-4.9465528,-3.3972762,-7.151108,29.7667,-14.419164,10.0546,23.705118,-2.8907554,0,0,1,0,0,0,0
The Complete Short Novels,Anton Chekhov,4.47,548,10580,118,Vintage Classics,2005.0,1.0,10580.0,47700,127451,10580,0,0.0111531190926276,-3.4961386,-2.8939621,-7.0963264,29.503885,-14.425032,10.059443,0.0,0.0,0,0,1,0,0,0,0
The Double and The Gambler,Fyodor Dostoyevsky,4.16,344,2486,99,Vintage Classics,2007.0,1.0,2486.0,898403,127451,12982,0,0.03982300884955752,-4.923893,-3.633389,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Slow Learner: Early Stories,Thomas Pynchon,3.5,208,3169,161,Vintage Classics,1995.0,2.0,3503.0,123920,127451,3169,0,0.050804670242978855,-3.612811,-3.6073413,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Second Sex,Simone de Beauvoir,4.12,880,333,27,Vintage Classics,1997.0,2.0,380.0,10597,127451,333,0,0.08108108108108109,-8.003716,-4.8838086,-18.163288,13.525683,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Earthly Powers,Anthony Burgess,4.16,649,2116,157,Vintage Classics,2004.0,1.0,2116.0,16394,127451,2116,0,0.07419659735349717,-3.1412423,-4.6031504,0.0,0.0,26.730034,11.894568,3.29629,-9.541848,0,0,1,0,0,0,0
In Praise of Shadows,Jun'ichirō Tanizaki,4.09,73,467,32,Vintage Classics,2001.0,2.0,7141.0,19051,127451,467,0,0.06852248394004283,-7.357201,-4.170477,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Timequake,Kurt Vonnegut Jr.,3.72,219,23527,822,Vintage Classics,1998.0,2.0,23602.0,1300422,127451,23527,0,0.034938581204573466,1.2644479,-3.6020062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Green Hills of Africa,Ernest Hemingway,3.56,200,7290,387,Vintage Classics,2004.0,1.0,7290.0,139863,127451,7452,0,0.05308641975308642,-6.8852415,-6.333245,19.500525,-6.260631,-15.887728,7.985344,3.4840257,-9.609683,0,0,1,0,0,0,0
The Confessions of Nat Turner,William Styron,3.97,480,86,5,Vintage Classics,2004.0,1.0,86.0,1050,127451,652,0,0.05813953488372093,-3.9429939,-5.417916,-23.127922,14.215533,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Set This House On Fire,William Styron,3.69,567,566,33,Vintage Classics,2001.0,1.0,566.0,1050,127451,652,0,0.05830388692579505,-3.0148985,-5.387991,0.0,0.0,-17.896288,10.18455,0.0,0.0,0,0,1,0,0,0,0
Cry  the Beloved Country,Alan Paton,3.9,240,767,85,Vintage Classics,2002.0,2.0,55325.0,58465,127451,767,0,0.11082138200782268,-3.446146,-3.6462467,-23.319372,13.544911,-8.3948345,5.2559576,-14.3371,29.40123,0,0,1,0,0,0,0
The Idiot,Fyodor Dostoyevsky,4.18,633,2710,294,Vintage Classics,2003.0,5.0,97482.0,898403,127451,12982,0,0.10848708487084871,-4.920603,-3.3980348,-7.1573215,29.982822,-14.3811,10.058687,23.697712,-2.8716078,0,0,1,0,0,0,0
The Atom Station,Halldór Laxness,3.55,192,592,52,Vintage Classics,2004.0,1.0,592.0,4509,127451,592,0,0.08783783783783784,-5.1859045,-3.8543673,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
Crime and Punishment,Fyodor Dostoyevsky,4.21,564,7343,730,Vintage Classics,1993.0,5.0,499490.0,898403,127451,12982,0,0.09941440827999455,-4.820105,-3.6031976,-7.162988,29.98542,-14.388491,10.075145,23.728825,-2.9694803,0,1,0,0,0,0,0
Baltasar and Blimunda,José Saramago,3.92,346,105,14,Vintage Classics,2001.0,1.0,105.0,164924,127451,3931,0,0.13333333333333333,-5.0036955,-3.7663734,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The End of the Affair,Graham Greene,3.94,160,38283,3002,Vintage Classics,2004.0,1.0,38283.0,133656,127451,60125,0,0.07841600710498133,-0.8896962,-5.3941975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Invisible Writing,Arthur Koestler,4.31,544,115,16,Vintage Classics,2005.0,1.0,115.0,3147,127451,115,0,0.1391304347826087,-6.822889,-7.0297937,-23.356482,15.155495,-1.3207592,21.545916,2.8784225,-9.753152,0,0,1,0,0,0,0
Grey Eminence,Aldous Huxley,4.16,320,196,14,Vintage Classics,2005.0,1.0,196.0,1472141,127451,196,0,0.07142857142857142,-3.0032449,-4.1518497,-23.120512,15.787862,3.9100244,26.440498,0.0,0.0,0,1,0,0,0,0,0
The Moon And Sixpence,W. Somerset Maugham,4.13,215,447,53,Vintage Classics,1999.0,1.0,447.0,67464,127451,447,0,0.1185682326621924,-2.9937513,-4.166932,-21.81072,13.979955,27.117779,12.002372,0.0,0.0,0,0,1,0,0,0,0
Las intermitencias de la muerte,José Saramago,4.0,274,2862,306,Alfaguara,2005.0,1.0,2862.0,164924,4509,2862,0,0.1069182389937107,-2.9817793,-4.979371,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
El Reino Animal,Sergio Ramírez,3.69,256,16,4,Alfaguara,2006.0,1.0,16.0,16,4509,16,0,0.25,-1.361535,-1.444874,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,537,199,5,Alfaguara,2005.0,1.0,199.0,20349,4509,199,0,0.02512562814070352,-5.204603,-2.8526347,-22.845863,14.59535,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
La Vida Nueva,Orhan Pamuk,3.56,282,7,0,Alfaguara,2006.0,1.0,7.0,25696,4509,7,0,0.0,-3.9114935,-4.9855857,0.0,0.0,-12.866745,4.2137017,-22.028803,26.818924,0,0,0,0,0,0,1
Amarse con los ojos abiertos,Jorge Bucay,3.73,237,1425,59,Alfaguara,2004.0,1.0,1425.0,1425,4509,1425,0,0.041403508771929824,-9.963856,-5.6370034,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,902,1432,45,Castle Books,2009.0,1.0,1432.0,199115,81727,1432,0,0.031424581005586594,-5.2438383,-2.9080112,-22.703749,13.792753,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Origin of Species,Charles Darwin,3.98,703,78431,1355,Castle Books,2004.0,2.0,79236.0,79967,81727,78431,0,0.017276332062577296,-8.747791,-5.504094,-15.267232,15.053363,-18.734926,6.916983,0.0,0.0,0,0,1,0,0,0,0
Complete Tales and Poems,Edgar Allan Poe,4.38,864,1864,110,Castle Books,2009.0,1.0,1864.0,256363,81727,1864,0,0.059012875536480686,-11.719657,-8.7830105,-12.100163,16.29542,2.6514957,-7.4075174,-4.966023,-1.8592685,0,0,1,0,0,0,0
The Prophet,Kahlil Gibran,4.23,127,184293,5418,Rupa & Co,2010.0,1.0,184293.0,199115,184293,184293,0,0.029398837720369195,-7.318203,0.66732013,-22.513752,14.672023,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Tear and a Smile,Kahlil Gibran,4.03,228,2094,104,Alfred A. Knopf,1950.0,1.0,2094.0,199115,2623730,2094,0,0.049665711556829036,-5.2214003,-2.9387906,-22.704613,14.094709,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
