,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
5219,15766,El matrimonio amateur,Anne Tyler,3.62,8466307605,9788466307604,spa,459,4,1,2006-11-01,Punto de Lectura
5220,17783,Corazón de mar (Gallagher  #3),Nora Roberts,4.15,8466307257,9788466307253,spa,396,12,0,2002-07-01,Punto de Lectura
5221,45583,Historia del rey transparente,Rosa Montero,3.9,8466318771,9788466318778,spa,592,1266,90,2006-09-01,Punto de Lectura
5222,2386,Moby Dick,Herman Melville,3.5,9626343583,9789626343586,eng,25,67,17,2005-09-01,Naxos Audiobooks
5223,8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle,4.11,9626343346,9789626343340,eng,5,135,20,2005-03-30,Naxos Audiobooks
5224,2388,Moby-Dick,Jan Needle,3.71,0763630187,9780763630188,eng,192,161,16,2006-09-12,Candlewick Press
5225,5327,A Christmas Carol,Charles Dickens,4.05,0763631205,9780763631208,en-CA,160,4359,353,2006-09-12,Candlewick Press
5226,5374,The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer,3.82,0763628107,9780763628109,eng,221,2221,113,2006-11-14,Candlewick Press
5227,14117,Beauty and the Beast,Max Eilenberg,4.37,0763631604,9780763631604,eng,64,3682,133,2006-11-14,Candlewick Press
5228,19439,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,076362828X,9780763628284,eng,208,460,39,2005-03-03,Candlewick Press
5229,24152,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald,4.08,0763626155,9780763626150,eng,176,4554,151,2006-03-14,Candlewick Press
5230,24154,Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald,4.07,0763623431,9780763623432,eng,160,93,13,2005-02-03,Candlewick Press
5231,24156,Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald,4.04,0763619310,9780763619312,eng,126,8405,309,2003-04-01,Candlewick Press
5232,24157,Judy Moody Saves the World! (Judy Moody #3),Megan McDonald,4.03,0763620874,9780763620875,eng,160,6077,254,2004-04-01,Candlewick Press
5233,24218,Alice's Adventures in Wonderland,Lewis Carroll,4.02,0763620491,9780763620493,eng,208,65,5,2003-03-01,Candlewick Press
5234,24296,Because Of Winn Dixie,Kate DiCamillo,4.04,0439250722,9780439250726,eng,182,235,36,2000-03-01,Candlewick Press
5235,27356,Black Meets White,Justine Korman Fontes,3.5,0763619337,9780763619336,en-US,24,50,11,2005-07-12,Candlewick Press
5236,28873,Dragonology (Ologies  #1),Dugald A. Steer,4.11,0763623296,9780763623296,eng,32,7726,221,2003-10-13,Candlewick Press
5237,37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.37,0763625892,9780763625894,eng,200,66426,8035,2006-02-14,Candlewick Press
5238,37187,The Tiger Rising,Kate DiCamillo,3.82,0763618985,9780763618988,eng,128,19133,2279,2002-07-01,Candlewick Press
5239,37189,Mercy Watson Goes for a Ride,Kate DiCamillo,4.15,0763623326,9780763623326,eng,72,4162,332,2006-05-09,Candlewick Press
5240,37190,The Tale of Despereaux,Kate DiCamillo,4.04,0763625299,9780763625290,eng,267,142149,8457,2008-09-09,Candlewick Press
5241,37191,Mercy Watson to the Rescue,Kate DiCamillo,4.05,0763622702,9780763622701,eng,68,8987,831,2005-08-23,Candlewick Press
5242,37195,Mercy Watson: Princess in Disguise,Kate DiCamillo,4.16,0763630144,9780763630140,eng,70,2973,202,2007-07-10,Candlewick Press
5243,40792,One Tiny Turtle,Nicola Davies,4.13,0763623113,9780763623111,eng,32,518,102,2005-06-14,Candlewick Press
5244,2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,0919123708,9780919123700,eng,156,23,4,2004-04-30,Inner City Books
5245,2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0,1993-07-01,University of Illinois Press
5246,7092,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,0252062299,9780252062292,eng,282,273,21,1991-07-01,University of Illinois Press
5247,9431,Chicago Stories,James T. Farrell,3.89,0252019814,9780252019814,en-US,296,38,5,1998-06-01,University of Illinois Press
5248,38069,Zora Neale Hurston: A Literary Biography,Robert E. Hemenway,4.1,0252008073,9780252008078,eng,408,103,9,1980-09-01,University of Illinois Press
5249,2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1,1995-10-20,University Press of Kansas
5250,16892,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,0700610383,9780700610389,eng,288,182,24,2000-04-26,University Press of Kansas
5251,40582,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,0700614524,9780700614523,eng,161,9,1,2006-04-20,University Press of Kansas
5252,42529,Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,0700614451,9780700614455,eng,506,18,1,2006-02-23,University Press of Kansas
5253,2423,Double Tap (Paul Madriani  #8),Steve Martini,3.92,0515139734,9780515139730,en-US,401,2790,159,2005-12-27,Jove Books
5254,29551,Happy Are the Peace Makers (Blackie Ryan  #5),Andrew M. Greeley,3.79,0515110752,9780515110753,eng,300,369,16,1993-04-01,Jove Books
5255,29619,Ghost Hunter (Ghost Hunters  #3),Jayne Castle,4.14,0515141402,9780515141405,eng,327,4349,170,2006-05-30,Jove Books
5256,29623,After Glow (Ghost Hunters  #2),Jayne Castle,4.14,0515136948,9780515136944,eng,343,4149,138,2004-02-24,Jove Books
5257,30280,Out of this World,J.D. Robb,4.07,0515131091,9780515131093,eng,357,6006,111,2001-08-01,Jove Books
5258,30392,Relentless Desire,Sandra Brown,3.63,0515068705,9780515068702,eng,183,22,4,1983-12-31,Jove Books
5259,45121,The Echo,Minette Walters,3.63,0515122564,9780515122565,eng,368,3017,124,1998-04-01,Jove Books
5260,2445,Teaching English Abroad,Susan  Griffith,3.57,1854583522,9781854583529,eng,576,38,6,2007-01-01,Vacation Work Publications
5261,2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9781571741028,en-GB,275,68,6,1998-10-01,Hampton Roads Publishing Company
5262,15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,1571741038,9781571741035,eng,392,14583,178,2005-12-03,Hampton Roads Publishing Company
5263,15019,Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,1571740562,9781571740564,eng,263,21800,225,2005-12-03,Hampton Roads Publishing Company
5264,2504,The Complete Short Stories,H.G. Wells,4.14,1842124021,9781842124024,eng,864,875,33,2001-05-01,Orion Publishing
5265,4263,My Favorite Year: A Collection of Football Writing,Nick Hornby,3.68,0753814412,9780753814413,eng,288,393,4,2001-08-01,Orion Publishing
5266,4411,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,0753806797,9780753806791,eng,575,99,15,1999-07-01,Orion Publishing
5267,2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,0824512596,9780824512590,en-US,120,8228,410,1992-10-01,Crossroad
5268,6151,Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,0824519868,9780824519865,eng,160,7551,498,2002-10-01,Crossroad
5269,2536,The Year of the Death of Ricardo Reis,José Saramago,4.02,1860465021,9781860465024,eng,384,3826,191,1998-09-17,Vintage Classics
5270,3692,The Heart of the Matter,Graham Greene,3.99,0099478420,9780099478423,eng,272,21842,891,2004-10-07,Vintage Classics
5271,4627,For Whom The Bell Tolls,Ernest Hemingway,3.97,0099481561,9780099481560,en-GB,490,162,7,2005-05-05,Vintage Classics
5272,5697,The Complete Short Novels,Anton Chekhov,4.47,140003292X,9781400032921,eng,548,10580,118,2005-08-18,Vintage Classics
5273,5698,The Double and The Gambler,Fyodor Dostoyevsky,4.16,0375719016,9780375719011,eng,344,2486,99,2007-01-16,Vintage Classics
5274,8822,Earthly Powers,Anthony Burgess,4.16,0099468646,9780099468646,eng,649,2116,157,2004-05-06,Vintage Classics
5275,9550,In Praise of Shadows,Jun'ichirō Tanizaki,4.09,0099283573,9780099283577,eng,73,467,32,2001-05-03,Vintage Classics
5276,9594,Timequake,Kurt Vonnegut Jr.,3.72,0099267543,9780099267546,eng,219,23527,822,1998-08-06,Vintage Classics
5277,10776,Green Hills of Africa,Ernest Hemingway,3.56,0099460955,9780099460954,eng,200,7290,387,2004-03-04,Vintage Classics
5278,11873,The Confessions of Nat Turner,William Styron,3.97,0099285568,9780099285564,eng,480,86,5,2004-07-01,Vintage Classics
5279,11876,Set This House On Fire,William Styron,3.69,009928555X,9780099285557,eng,567,566,33,2001-04-05,Vintage Classics
5280,14268,The Atom Station,Halldór Laxness,3.55,0099455153,9780099455158,en-GB,192,592,52,2004-03-04,Vintage Classics
5281,29641,The End of the Affair,Graham Greene,3.94,0099478447,9780099478447,eng,160,38283,3002,2004-10-07,Vintage Classics
5282,30679,The Invisible Writing,Arthur Koestler,4.31,0099490684,9780099490685,eng,544,115,16,2005-09-01,Vintage Classics
5283,39889,Grey Eminence,Aldous Huxley,4.16,0099477823,9780099477822,en-US,320,196,14,2005-04-07,Vintage Classics
5284,44795,The Moon And Sixpence,W. Somerset Maugham,4.13,0099284766,9780099284765,eng,215,447,53,1999-09-02,Vintage Classics
5285,2543,Las intermitencias de la muerte,José Saramago,4.0,9587043642,9789587043648,spa,274,2862,306,2005-12-01,Alfaguara
5286,8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9789707705739,spa,256,16,4,2006-07-01,Alfaguara
5287,11027,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,9788420469430,spa,537,199,5,2005-11-10,Alfaguara
5288,11695,La Vida Nueva,Orhan Pamuk,3.56,9707707763,9789707707764,spa,282,7,0,2006-10-01,Alfaguara
5289,25623,Amarse con los ojos abiertos,Jorge Bucay,3.73,8479019395,9788479019396,spa,237,1425,59,2004-03-01,Alfaguara
5290,2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9780890093894,eng,902,1432,45,2009-10-06,Castle Books
5291,23920,Complete Tales and Poems,Edgar Allan Poe,4.38,0785814531,9780785814535,eng,864,1864,110,2009-11-29,Castle Books
5292,2547,The Prophet,Kahlil Gibran,4.23,000100039X,9780001000391,eng,127,184293,5418,2010-01-01,Rupa & Co
5293,2549,A Tear and a Smile,Kahlil Gibran,4.03,0394448049,9780394448046,eng,228,2094,104,1950-06-27,Alfred A. Knopf
5294,2560,Willem de Kooning: Late Paintings,Julie Sylvester,5.0,382960226X,9783829602266,eng,83,1,0,2006-09-01,Schirmer Mosel
5295,2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen,4.0,0807744689,9780807744680,eng,142,54,4,2004-04-29,Teachers College Press
5296,2595,Marketing Warfare,Al Ries,4.11,0071460829,9780071460828,eng,216,942,59,2005-12-13,McGraw-Hill Education
5297,6764,Easy French Reader,R. de Roussy de Sales,3.85,0071428488,9780071428484,eng,228,297,33,2003-09-17,McGraw-Hill Education
5298,15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,4.03,0071401946,9780071401944,eng,240,40400,2256,2002-07-09,McGraw-Hill Education
5299,20679,Advanced Statistics Demystified,Larry J. Stephens,4.0,0071432426,9780071432429,eng,324,9,0,2004-06-07,McGraw-Hill Education
5300,22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks,3.63,0071433716,9780071433716,eng,384,580,21,2004-02-04,McGraw-Hill Education
5301,26090,The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,4.16,0737303948,9780737303940,eng,336,276,19,2001-08-21,McGraw-Hill Education
5302,27247,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,0071467440,9780071467445,eng,309,2,0,2006-08-01,McGraw-Hill Education
5303,33448,Positioning: The Battle for Your Mind,Al Ries,4.04,0071359168,9780071359160,en-US,246,126,9,2001-01-18,McGraw-Hill Education
5304,2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin,3.98,0786887176,9780786887170,en-US,234,4600,88,2001-10-10,Hachette Books
5305,4300,Scar Tissue,Anthony Kiedis,4.11,1401301010,9781401301019,en-US,465,327,46,2004-10-06,Hachette Books
5306,6614,Lipstick Jungle,Candace Bushnell,3.41,0786887079,9780786887071,eng,496,37514,780,2006-08-08,Hachette Books
5307,8930,Jamie's Italy,Jamie Oliver,4.01,1401301959,9781401301958,eng,320,7653,90,2006-11-14,Hachette Books
5308,8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver,4.07,1401301940,9781401301941,eng,336,4296,51,2004-11-03,Hachette Books
5309,10867,The Pleasure of My Company,Steve Martin,3.78,0786888016,9780786888016,eng,176,13257,1240,2004-10-06,Hachette Books
5310,10873,Shopgirl,Steve Martin,3.43,0786891076,9780786891078,eng,130,30067,2166,2000-01-01,Hachette Books
5311,10897,There's No Place Like Here,Cecelia Ahern,3.67,1401301886,9781401301880,eng,340,1926,314,2007-09-04,Hachette Books
5312,10929,For One More Day,Mitch Albom,4.1,1401303277,9781401303273,eng,197,113593,6830,2006-09-26,Hachette Books
5313,14096,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,4.12,1401307787,9781401307783,eng,304,30333,1293,2005-01-05,Hachette Books
5314,22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett,4.12,0786884401,9780786884407,eng,768,1126,50,2001-08-15,Hachette Books
5315,24937,Wicked: The Grimmerie,David Cote,4.18,1401308201,9781401308209,eng,192,49109,290,2005-10-26,Hachette Books
5316,30347,The Alibi,Sandra Brown,4.04,0446618675,9780446618670,eng,564,20164,523,2006-11-01,Hachette Books
5317,30362,Charade,Sandra Brown,3.94,0446601853,9780446601856,en-US,496,6044,250,1995-07-01,Hachette Books
5318,30383,Best Kept Secrets,Sandra Brown,3.77,0446533289,9780446533287,eng,480,5805,298,2003-11-03,Hachette Books
5319,35474,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,4.04,1401302335,9781401302337,eng,272,351,78,2006-07-11,Hachette Books
5320,38549,Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson,4.0,0786868694,9780786868698,eng,254,6587,71,2002-11-13,Hachette Books
5321,39539,Feast: Food to Celebrate Life,Nigella Lawson,4.15,1401301363,9781401301361,eng,480,7285,86,2004-10-27,Hachette Books
5322,40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,0786885599,9780786885596,eng,256,1944,93,2000-03-15,Hachette Books
5323,42055,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin,4.13,1401302203,9781401302207,en-US,256,281,53,2006-07-11,Hachette Books
5324,2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens,3.77,0393960692,9780393960693,eng,776,573,38,1999-01-19,W. W. Norton & Company
5325,5548,What Do You Care What Other People Think?,Richard P. Feynman,4.27,0393320928,9780393320923,eng,256,15700,556,2001-01-11,W. W. Norton & Company
5326,7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw,3.94,0393977536,9780393977530,eng,551,125,6,2002-05-16,W. W. Norton & Company
5327,9490,The Book of Embraces,Eduardo Galeano,4.3,0393308553,9780393308556,eng,288,2221,165,1992-04-17,W. W. Norton & Company
5328,16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas,3.95,0393959058,9780393959055,eng,482,233,23,1992-08-19,W. W. Norton & Company
5329,19078,Madame Bovary (Critical Editions),Gustave Flaubert,3.67,0393979172,9780393979176,en-US,576,401,33,2004-12-19,W. W. Norton & Company
5330,22459,The Origin of Species,Charles Darwin,3.98,0393978672,9780393978674,en-US,134,33,3,2002-03-15,W. W. Norton & Company
5331,23856,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,0393324141,9780393324143,eng,611,8132,589,2003-05-20,W. W. Norton & Company
5332,26522,Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides,3.97,0393093123,9780393093124,eng,144,243,23,1974-02-17,W. W. Norton & Company
5333,27295,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides,4.06,0393002039,9780393002034,en-US,240,77,13,1958-11-28,W. W. Norton & Company
5334,33929,Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,4.09,0393311392,9780393311396,en-US,480,721,17,1994-04-17,W. W. Norton & Company
5335,34080,The Waste Land,T.S. Eliot,4.11,0393974995,9780393974997,eng,320,35549,680,2000-12-01,W. W. Norton & Company
5336,40928,Oedipus Tyrannus,Sophocles,3.7,0393098745,9780393098747,eng,272,146,10,1970-07-01,W. W. Norton & Company
5337,2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus,3.8,0664241581,9780664241582,eng,364,108,13,1969-01-01,Westminster John Knox Press
5338,4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,0664228917,9780664228910,en-US,228,12,1,2005-09-02,Westminster John Knox Press
5339,7341,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,0664226108,9780664226107,eng,169,577,67,2003-10-31,Westminster John Knox Press
5340,22515,The Gospel According to the Beatles,Steve Turner,3.77,0664229832,9780664229832,eng,254,126,23,2006-08-03,Westminster John Knox Press
5341,2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,0761501665,9780761501664,eng,199,66,4,1995-09-20,Prima Lifestyles
5342,2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.,4.67,1556434952,9781556434952,eng,144,3,0,2004-05-04,North Atlantic Books
5343,5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,1556432461,9781556432460,eng,240,248,27,1997-09-04,North Atlantic Books
5344,10464,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,1556434308,9781556434303,en-US,784,2948,144,2002-11-05,North Atlantic Books
5345,43416,The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon,4.42,1556434243,9781556434242,eng,400,141,11,2002-09-05,North Atlantic Books
5346,2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer,3.8,0812000390,9780812000399,eng,530,73,5,1977-12-31,Barrons Educational Series
5347,6781,Algebra the Easy Way,Douglas Downing,4.06,0764119729,9780764119729,eng,392,23,2,2003-01-01,Barrons Educational Series
5348,6815,American Sign Language The Easy Way,David A. Stewart,3.75,0764134280,9780764134289,eng,480,34,6,2006-11-01,Barrons Educational Series
5349,2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,0671475029,9780671475024,eng,383,36,5,1964-01-28,Washington Square Press
5350,3707,The Tenth Man,Graham Greene,3.73,0671019090,9780671019099,eng,160,2910,220,1998-02-01,Washington Square Press
5351,4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,0743422007,9780743422000,eng,80,12754,558,2001-05-22,Washington Square Press
5352,5179,Mother of Pearl,Melinda Haynes,3.69,0671774670,9780671774677,eng,465,19073,427,2000-06-01,Washington Square Press
5353,6167,Music & Silence,Rose Tremain,3.95,0743418263,9780743418263,eng,485,2923,214,2001-05-01,Washington Square Press
5354,9599,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr.,3.72,0743410580,9780743410588,en-US,80,866,52,2000-12-01,Washington Square Press
5355,10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,2001-04-01,Washington Square Press
5356,10914,Songs of the Humpback Whale,Jodi Picoult,3.2,0743431014,9780743431019,eng,346,27590,1838,2001-10-01,Washington Square Press
5357,10915,Salem Falls,Jodi Picoult,3.82,0743418719,9780743418713,eng,434,67431,3066,2002-08-01,Washington Square Press
5358,12840,Second Ring of Power,Carlos Castañeda,4.03,0671732471,9780671732479,en-US,328,2779,33,1991-04-01,Washington Square Press
5359,12842,Journey to Ixtlan,Carlos Castañeda,4.12,0671732463,9780671732462,eng,272,8541,257,1991-02-01,Washington Square Press
5360,12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castañeda,4.03,074341280X,9780743412803,eng,304,956,37,2001-01-01,Washington Square Press
5361,12844,Power of Silence,Carlos Castañeda,4.22,067173248X,9780671732486,eng,288,2253,53,1991-06-01,Washington Square Press
5362,12845,Tales of Power,Carlos Castañeda,4.13,0671732528,9780671732523,en-US,304,4657,89,1991-01-01,Washington Square Press
5363,12846,Fire from Within,Carlos Castañeda,4.14,0671732501,9780671732509,en-US,304,2554,67,1991-01-01,Washington Square Press
5364,14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,0743418174,9780743418171,eng,376,269843,5384,2002-04-02,Washington Square Press
5365,14756,Goodnight Nobody,Jennifer Weiner,3.65,0743470125,9780743470124,en-US,400,54117,1849,2006-05-02,Washington Square Press
5366,14865,Vanishing Acts,Jodi Picoult,3.69,0743454553,9780743454551,eng,426,87109,3920,2005-11-15,Washington Square Press
5367,16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,0743272498,9780743272490,eng,390,136931,3915,2006-09-06,Washington Square Press
5368,16182,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,0743249305,9780743249300,eng,624,9643,451,2003-07-02,Washington Square Press
5369,16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,0743269268,9780743269261,eng,441,43749,1967,2005-09-07,Washington Square Press
5370,16184,Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,0743272536,9780743272537,en-US,661,4469,272,2006-04-05,Washington Square Press
5371,16186,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,0743249313,9780743249317,eng,569,8842,380,2003-07-02,Washington Square Press
5372,16188,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,0743249291,9780743249294,eng,656,18944,1547,2003-07-02,Washington Square Press
5373,17601,The Will to Change: Men  Masculinity  and Love,bell hooks,4.36,0743456084,9780743456081,eng,188,2574,322,2004-12-21,Washington Square Press
5374,17845,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,3.72,0743464796,9780743464796,eng,288,183,25,2004-09-14,Washington Square Press
5375,18603,The Mercy of Thin Air,Ronlyn Domingue,3.83,0743278828,9780743278829,eng,336,4718,656,2006-06-20,Washington Square Press
5376,19981,Law of Enclosures,Dale Peck,3.65,067100347X,9780671003470,eng,320,72,2,1997-02-01,Washington Square Press
5377,20810,Venice: Lion City: The Religion of Empire,Garry Wills,3.76,0671047647,9780671047641,eng,416,124,20,2002-09-03,Washington Square Press
5378,27298,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,0743428188,9780743428187,en-US,380,11380,1253,2003-02-18,Washington Square Press
5379,33993,Citizen Girl,Emma McLaughlin,2.4,0743266862,9780743266864,en-US,305,5415,577,2005-10-04,Washington Square Press
5380,37526,Henry V,William Shakespeare,3.88,0743484878,9780743484879,eng,294,35155,832,2004-06-22,Washington Square Press
5381,41537,Joplin's Ghost,Tananarive Due,3.91,0743449045,9780743449045,eng,496,738,72,2006-09-19,Washington Square Press
5382,41538,The Living Blood (African Immortals  #2),Tananarive Due,4.34,0671040847,9780671040840,en-US,515,1862,124,2002-01-01,Washington Square Press
5383,45234,The Gun Seller,Hugh Laurie,3.68,067102082X,9780671020828,eng,340,14495,1434,1998-10-01,Washington Square Press
5384,2711,The Riverside Chaucer,Geoffrey Chaucer,4.18,0395290317,9780395290316,enm,1327,7760,152,1987-12-12,Houghton Mifflin
5385,5907,The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,0618260307,9780618260300,eng,366,2530894,32871,2002-08-15,Houghton Mifflin
5386,10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,0618254110,9780618254118,eng,581,1882,155,2004-04-07,Houghton Mifflin
5387,11648,Everyman,Philip Roth,3.58,061873516X,9780618735167,en-US,182,821,131,2006-05-09,Houghton Mifflin
5388,15241,The Two Towers (The Lord of the Rings  #2),J.R.R. Tolkien,4.44,0618346260,9780618346264,eng,322,593467,5798,2003-09-05,Houghton Mifflin
5389,15351,The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6),J.R.R. Tolkien,4.03,061808357X,9780618083572,eng,512,2343,92,2000-09-01,Houghton Mifflin
5390,15407,The Lord of the Rings Millennium Edition Boxed Set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0618037667,9780618037667,eng,1472,120,5,1999-10-10,Houghton Mifflin
5391,16178,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,0618683070,9780618683079,eng,275,25441,2241,2006-05-22,Houghton Mifflin
5392,16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien,4.47,0395606489,9780395606483,eng,102,531,14,1992-10-01,Houghton Mifflin
5393,18365,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin,4.23,0151000891,9780151000890,eng,396,168,16,1996-11-01,Houghton Mifflin
5394,30591,Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,Martin  Gilbert,4.25,0395419182,9780395419182,eng,1438,19,1,1988-09-01,Houghton Mifflin
5395,30812,Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser,3.76,0618710310,9780618710317,eng,259,3745,841,2006-05-10,Houghton Mifflin
5396,30941,Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91,0395511682,9780395511688,eng,48,0,0,1989-04-24,Houghton Mifflin
5397,40262,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,4.18,0395515971,9780395515976,eng,280,4,1,1991-03-18,Houghton Mifflin
5398,41226,The Best American Nonrequired Reading 2004,Dave Eggers,3.86,0618341234,9780618341238,en-US,407,1234,67,2004-10-14,Houghton Mifflin
5399,43555,The Best American Comics 2006,Harvey Pekar,3.87,0618718745,9780618718740,eng,293,1502,124,2006-10-01,Houghton Mifflin
5400,44046,Jorge Luis Borges,Nextext,3.5,0618048235,9780618048236,spa,223,2,0,2000-02-25,Houghton Mifflin
5401,2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan,4.2,0689834195,9780689834196,eng,32,1178,173,2003-11-01,Simon  Schuster Books for Young Readers
5402,4043,Godless,Pete Hautman,3.6,1416908161,9781416908166,eng,208,4213,735,2005-11-01,Simon  Schuster Books for Young Readers
5403,26092,Double Identity,Margaret Peterson Haddix,4.02,0689873743,9780689873744,eng,224,276,52,2005-10-01,Simon  Schuster Books for Young Readers
5404,28105,The Steps (Steps  #1),Rachel Cohn,3.58,0689874146,9780689874147,eng,144,428,48,2004-09-01,Simon  Schuster Books for Young Readers
5405,41890,Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,0689851138,9780689851131,eng,64,1907,124,2002-08-01,Simon  Schuster Books for Young Readers
5406,44175,Rash,Pete Hautman,3.75,0689868014,9780689868016,eng,256,2994,459,2006-06-01,Simon  Schuster Books for Young Readers
